Date,Year,Quarter,Year_Quarter,Month_Num,Month_Name,Year_Month,Week_Num,Day,Weekday,Is_Weekend
2015-11-04,2015,Q4,2015-Q4,11,November,2015-11,45,4,Wednesday,0
2015-11-05,2015,Q4,2015-Q4,11,November,2015-11,45,5,Thursday,0
2015-11-06,2015,Q4,2015-Q4,11,November,2015-11,45,6,Friday,0
2015-11-07,2015,Q4,2015-Q4,11,November,2015-11,45,7,Saturday,1
2015-11-08,2015,Q4,2015-Q4,11,November,2015-11,45,8,Sunday,1
2015-11-09,2015,Q4,2015-Q4,11,November,2015-11,46,9,Monday,0
2015-11-10,2015,Q4,2015-Q4,11,November,2015-11,46,10,Tuesday,0
2015-11-11,2015,Q4,2015-Q4,11,November,2015-11,46,11,Wednesday,0
2015-11-12,2015,Q4,2015-Q4,11,November,2015-11,46,12,Thursday,0
2015-11-13,2015,Q4,2015-Q4,11,November,2015-11,46,13,Friday,0
2015-11-14,2015,Q4,2015-Q4,11,November,2015-11,46,14,Saturday,1
2015-11-15,2015,Q4,2015-Q4,11,November,2015-11,46,15,Sunday,1
2015-11-16,2015,Q4,2015-Q4,11,November,2015-11,47,16,Monday,0
2015-11-17,2015,Q4,2015-Q4,11,November,2015-11,47,17,Tuesday,0
2015-11-18,2015,Q4,2015-Q4,11,November,2015-11,47,18,Wednesday,0
2015-11-19,2015,Q4,2015-Q4,11,November,2015-11,47,19,Thursday,0
2015-11-20,2015,Q4,2015-Q4,11,November,2015-11,47,20,Friday,0
2015-11-21,2015,Q4,2015-Q4,11,November,2015-11,47,21,Saturday,1
2015-11-22,2015,Q4,2015-Q4,11,November,2015-11,47,22,Sunday,1
2015-11-23,2015,Q4,2015-Q4,11,November,2015-11,48,23,Monday,0
2015-11-24,2015,Q4,2015-Q4,11,November,2015-11,48,24,Tuesday,0
2015-11-25,2015,Q4,2015-Q4,11,November,2015-11,48,25,Wednesday,0
2015-11-26,2015,Q4,2015-Q4,11,November,2015-11,48,26,Thursday,0
2015-11-27,2015,Q4,2015-Q4,11,November,2015-11,48,27,Friday,0
2015-11-28,2015,Q4,2015-Q4,11,November,2015-11,48,28,Saturday,1
2015-11-29,2015,Q4,2015-Q4,11,November,2015-11,48,29,Sunday,1
2015-11-30,2015,Q4,2015-Q4,11,November,2015-11,49,30,Monday,0
2015-12-01,2015,Q4,2015-Q4,12,December,2015-12,49,1,Tuesday,0
2015-12-02,2015,Q4,2015-Q4,12,December,2015-12,49,2,Wednesday,0
2015-12-03,2015,Q4,2015-Q4,12,December,2015-12,49,3,Thursday,0
2015-12-04,2015,Q4,2015-Q4,12,December,2015-12,49,4,Friday,0
2015-12-05,2015,Q4,2015-Q4,12,December,2015-12,49,5,Saturday,1
2015-12-06,2015,Q4,2015-Q4,12,December,2015-12,49,6,Sunday,1
2015-12-07,2015,Q4,2015-Q4,12,December,2015-12,50,7,Monday,0
2015-12-08,2015,Q4,2015-Q4,12,December,2015-12,50,8,Tuesday,0
2015-12-09,2015,Q4,2015-Q4,12,December,2015-12,50,9,Wednesday,0
2015-12-10,2015,Q4,2015-Q4,12,December,2015-12,50,10,Thursday,0
2015-12-11,2015,Q4,2015-Q4,12,December,2015-12,50,11,Friday,0
2015-12-12,2015,Q4,2015-Q4,12,December,2015-12,50,12,Saturday,1
2015-12-13,2015,Q4,2015-Q4,12,December,2015-12,50,13,Sunday,1
2015-12-14,2015,Q4,2015-Q4,12,December,2015-12,51,14,Monday,0
2015-12-15,2015,Q4,2015-Q4,12,December,2015-12,51,15,Tuesday,0
2015-12-16,2015,Q4,2015-Q4,12,December,2015-12,51,16,Wednesday,0
2015-12-17,2015,Q4,2015-Q4,12,December,2015-12,51,17,Thursday,0
2015-12-18,2015,Q4,2015-Q4,12,December,2015-12,51,18,Friday,0
2015-12-19,2015,Q4,2015-Q4,12,December,2015-12,51,19,Saturday,1
2015-12-20,2015,Q4,2015-Q4,12,December,2015-12,51,20,Sunday,1
2015-12-21,2015,Q4,2015-Q4,12,December,2015-12,52,21,Monday,0
2015-12-22,2015,Q4,2015-Q4,12,December,2015-12,52,22,Tuesday,0
2015-12-23,2015,Q4,2015-Q4,12,December,2015-12,52,23,Wednesday,0
2015-12-24,2015,Q4,2015-Q4,12,December,2015-12,52,24,Thursday,0
2015-12-25,2015,Q4,2015-Q4,12,December,2015-12,52,25,Friday,0
2015-12-26,2015,Q4,2015-Q4,12,December,2015-12,52,26,Saturday,1
2015-12-27,2015,Q4,2015-Q4,12,December,2015-12,52,27,Sunday,1
2015-12-28,2015,Q4,2015-Q4,12,December,2015-12,53,28,Monday,0
2015-12-29,2015,Q4,2015-Q4,12,December,2015-12,53,29,Tuesday,0
2015-12-30,2015,Q4,2015-Q4,12,December,2015-12,53,30,Wednesday,0
2015-12-31,2015,Q4,2015-Q4,12,December,2015-12,53,31,Thursday,0
2016-01-01,2016,Q1,2016-Q1,1,January,2016-01,53,1,Friday,0
2016-01-02,2016,Q1,2016-Q1,1,January,2016-01,53,2,Saturday,1
2016-01-03,2016,Q1,2016-Q1,1,January,2016-01,53,3,Sunday,1
2016-01-04,2016,Q1,2016-Q1,1,January,2016-01,1,4,Monday,0
2016-01-05,2016,Q1,2016-Q1,1,January,2016-01,1,5,Tuesday,0
2016-01-06,2016,Q1,2016-Q1,1,January,2016-01,1,6,Wednesday,0
2016-01-07,2016,Q1,2016-Q1,1,January,2016-01,1,7,Thursday,0
2016-01-08,2016,Q1,2016-Q1,1,January,2016-01,1,8,Friday,0
2016-01-09,2016,Q1,2016-Q1,1,January,2016-01,1,9,Saturday,1
2016-01-10,2016,Q1,2016-Q1,1,January,2016-01,1,10,Sunday,1
2016-01-11,2016,Q1,2016-Q1,1,January,2016-01,2,11,Monday,0
2016-01-12,2016,Q1,2016-Q1,1,January,2016-01,2,12,Tuesday,0
2016-01-13,2016,Q1,2016-Q1,1,January,2016-01,2,13,Wednesday,0
2016-01-14,2016,Q1,2016-Q1,1,January,2016-01,2,14,Thursday,0
2016-01-15,2016,Q1,2016-Q1,1,January,2016-01,2,15,Friday,0
2016-01-16,2016,Q1,2016-Q1,1,January,2016-01,2,16,Saturday,1
2016-01-17,2016,Q1,2016-Q1,1,January,2016-01,2,17,Sunday,1
2016-01-18,2016,Q1,2016-Q1,1,January,2016-01,3,18,Monday,0
2016-01-19,2016,Q1,2016-Q1,1,January,2016-01,3,19,Tuesday,0
2016-01-20,2016,Q1,2016-Q1,1,January,2016-01,3,20,Wednesday,0
2016-01-21,2016,Q1,2016-Q1,1,January,2016-01,3,21,Thursday,0
2016-01-22,2016,Q1,2016-Q1,1,January,2016-01,3,22,Friday,0
2016-01-23,2016,Q1,2016-Q1,1,January,2016-01,3,23,Saturday,1
2016-01-24,2016,Q1,2016-Q1,1,January,2016-01,3,24,Sunday,1
2016-01-25,2016,Q1,2016-Q1,1,January,2016-01,4,25,Monday,0
2016-01-26,2016,Q1,2016-Q1,1,January,2016-01,4,26,Tuesday,0
2016-01-27,2016,Q1,2016-Q1,1,January,2016-01,4,27,Wednesday,0
2016-01-28,2016,Q1,2016-Q1,1,January,2016-01,4,28,Thursday,0
2016-01-29,2016,Q1,2016-Q1,1,January,2016-01,4,29,Friday,0
2016-01-30,2016,Q1,2016-Q1,1,January,2016-01,4,30,Saturday,1
2016-01-31,2016,Q1,2016-Q1,1,January,2016-01,4,31,Sunday,1
2016-02-01,2016,Q1,2016-Q1,2,February,2016-02,5,1,Monday,0
2016-02-02,2016,Q1,2016-Q1,2,February,2016-02,5,2,Tuesday,0
2016-02-03,2016,Q1,2016-Q1,2,February,2016-02,5,3,Wednesday,0
2016-02-04,2016,Q1,2016-Q1,2,February,2016-02,5,4,Thursday,0
2016-02-05,2016,Q1,2016-Q1,2,February,2016-02,5,5,Friday,0
2016-02-06,2016,Q1,2016-Q1,2,February,2016-02,5,6,Saturday,1
2016-02-07,2016,Q1,2016-Q1,2,February,2016-02,5,7,Sunday,1
2016-02-08,2016,Q1,2016-Q1,2,February,2016-02,6,8,Monday,0
2016-02-09,2016,Q1,2016-Q1,2,February,2016-02,6,9,Tuesday,0
2016-02-10,2016,Q1,2016-Q1,2,February,2016-02,6,10,Wednesday,0
2016-02-11,2016,Q1,2016-Q1,2,February,2016-02,6,11,Thursday,0
2016-02-12,2016,Q1,2016-Q1,2,February,2016-02,6,12,Friday,0
2016-02-13,2016,Q1,2016-Q1,2,February,2016-02,6,13,Saturday,1
2016-02-14,2016,Q1,2016-Q1,2,February,2016-02,6,14,Sunday,1
2016-02-15,2016,Q1,2016-Q1,2,February,2016-02,7,15,Monday,0
2016-02-16,2016,Q1,2016-Q1,2,February,2016-02,7,16,Tuesday,0
2016-02-17,2016,Q1,2016-Q1,2,February,2016-02,7,17,Wednesday,0
2016-02-18,2016,Q1,2016-Q1,2,February,2016-02,7,18,Thursday,0
2016-02-19,2016,Q1,2016-Q1,2,February,2016-02,7,19,Friday,0
2016-02-20,2016,Q1,2016-Q1,2,February,2016-02,7,20,Saturday,1
2016-02-21,2016,Q1,2016-Q1,2,February,2016-02,7,21,Sunday,1
2016-02-22,2016,Q1,2016-Q1,2,February,2016-02,8,22,Monday,0
2016-02-23,2016,Q1,2016-Q1,2,February,2016-02,8,23,Tuesday,0
2016-02-24,2016,Q1,2016-Q1,2,February,2016-02,8,24,Wednesday,0
2016-02-25,2016,Q1,2016-Q1,2,February,2016-02,8,25,Thursday,0
2016-02-26,2016,Q1,2016-Q1,2,February,2016-02,8,26,Friday,0
2016-02-27,2016,Q1,2016-Q1,2,February,2016-02,8,27,Saturday,1
2016-02-28,2016,Q1,2016-Q1,2,February,2016-02,8,28,Sunday,1
2016-02-29,2016,Q1,2016-Q1,2,February,2016-02,9,29,Monday,0
2016-03-01,2016,Q1,2016-Q1,3,March,2016-03,9,1,Tuesday,0
2016-03-02,2016,Q1,2016-Q1,3,March,2016-03,9,2,Wednesday,0
2016-03-03,2016,Q1,2016-Q1,3,March,2016-03,9,3,Thursday,0
2016-03-04,2016,Q1,2016-Q1,3,March,2016-03,9,4,Friday,0
2016-03-05,2016,Q1,2016-Q1,3,March,2016-03,9,5,Saturday,1
2016-03-06,2016,Q1,2016-Q1,3,March,2016-03,9,6,Sunday,1
2016-03-07,2016,Q1,2016-Q1,3,March,2016-03,10,7,Monday,0
2016-03-08,2016,Q1,2016-Q1,3,March,2016-03,10,8,Tuesday,0
2016-03-09,2016,Q1,2016-Q1,3,March,2016-03,10,9,Wednesday,0
2016-03-10,2016,Q1,2016-Q1,3,March,2016-03,10,10,Thursday,0
2016-03-11,2016,Q1,2016-Q1,3,March,2016-03,10,11,Friday,0
2016-03-12,2016,Q1,2016-Q1,3,March,2016-03,10,12,Saturday,1
2016-03-13,2016,Q1,2016-Q1,3,March,2016-03,10,13,Sunday,1
2016-03-14,2016,Q1,2016-Q1,3,March,2016-03,11,14,Monday,0
2016-03-15,2016,Q1,2016-Q1,3,March,2016-03,11,15,Tuesday,0
2016-03-16,2016,Q1,2016-Q1,3,March,2016-03,11,16,Wednesday,0
2016-03-17,2016,Q1,2016-Q1,3,March,2016-03,11,17,Thursday,0
2016-03-18,2016,Q1,2016-Q1,3,March,2016-03,11,18,Friday,0
2016-03-19,2016,Q1,2016-Q1,3,March,2016-03,11,19,Saturday,1
2016-03-20,2016,Q1,2016-Q1,3,March,2016-03,11,20,Sunday,1
2016-03-21,2016,Q1,2016-Q1,3,March,2016-03,12,21,Monday,0
2016-03-22,2016,Q1,2016-Q1,3,March,2016-03,12,22,Tuesday,0
2016-03-23,2016,Q1,2016-Q1,3,March,2016-03,12,23,Wednesday,0
2016-03-24,2016,Q1,2016-Q1,3,March,2016-03,12,24,Thursday,0
2016-03-25,2016,Q1,2016-Q1,3,March,2016-03,12,25,Friday,0
2016-03-26,2016,Q1,2016-Q1,3,March,2016-03,12,26,Saturday,1
2016-03-27,2016,Q1,2016-Q1,3,March,2016-03,12,27,Sunday,1
2016-03-28,2016,Q1,2016-Q1,3,March,2016-03,13,28,Monday,0
2016-03-29,2016,Q1,2016-Q1,3,March,2016-03,13,29,Tuesday,0
2016-03-30,2016,Q1,2016-Q1,3,March,2016-03,13,30,Wednesday,0
2016-03-31,2016,Q1,2016-Q1,3,March,2016-03,13,31,Thursday,0
2016-04-01,2016,Q2,2016-Q2,4,April,2016-04,13,1,Friday,0
2016-04-02,2016,Q2,2016-Q2,4,April,2016-04,13,2,Saturday,1
2016-04-03,2016,Q2,2016-Q2,4,April,2016-04,13,3,Sunday,1
2016-04-04,2016,Q2,2016-Q2,4,April,2016-04,14,4,Monday,0
2016-04-05,2016,Q2,2016-Q2,4,April,2016-04,14,5,Tuesday,0
2016-04-06,2016,Q2,2016-Q2,4,April,2016-04,14,6,Wednesday,0
2016-04-07,2016,Q2,2016-Q2,4,April,2016-04,14,7,Thursday,0
2016-04-08,2016,Q2,2016-Q2,4,April,2016-04,14,8,Friday,0
2016-04-09,2016,Q2,2016-Q2,4,April,2016-04,14,9,Saturday,1
2016-04-10,2016,Q2,2016-Q2,4,April,2016-04,14,10,Sunday,1
2016-04-11,2016,Q2,2016-Q2,4,April,2016-04,15,11,Monday,0
2016-04-12,2016,Q2,2016-Q2,4,April,2016-04,15,12,Tuesday,0
2016-04-13,2016,Q2,2016-Q2,4,April,2016-04,15,13,Wednesday,0
2016-04-14,2016,Q2,2016-Q2,4,April,2016-04,15,14,Thursday,0
2016-04-15,2016,Q2,2016-Q2,4,April,2016-04,15,15,Friday,0
2016-04-16,2016,Q2,2016-Q2,4,April,2016-04,15,16,Saturday,1
2016-04-17,2016,Q2,2016-Q2,4,April,2016-04,15,17,Sunday,1
2016-04-18,2016,Q2,2016-Q2,4,April,2016-04,16,18,Monday,0
2016-04-19,2016,Q2,2016-Q2,4,April,2016-04,16,19,Tuesday,0
2016-04-20,2016,Q2,2016-Q2,4,April,2016-04,16,20,Wednesday,0
2016-04-21,2016,Q2,2016-Q2,4,April,2016-04,16,21,Thursday,0
2016-04-22,2016,Q2,2016-Q2,4,April,2016-04,16,22,Friday,0
2016-04-23,2016,Q2,2016-Q2,4,April,2016-04,16,23,Saturday,1
2016-04-24,2016,Q2,2016-Q2,4,April,2016-04,16,24,Sunday,1
2016-04-25,2016,Q2,2016-Q2,4,April,2016-04,17,25,Monday,0
2016-04-26,2016,Q2,2016-Q2,4,April,2016-04,17,26,Tuesday,0
2016-04-27,2016,Q2,2016-Q2,4,April,2016-04,17,27,Wednesday,0
2016-04-28,2016,Q2,2016-Q2,4,April,2016-04,17,28,Thursday,0
2016-04-29,2016,Q2,2016-Q2,4,April,2016-04,17,29,Friday,0
2016-04-30,2016,Q2,2016-Q2,4,April,2016-04,17,30,Saturday,1
2016-05-01,2016,Q2,2016-Q2,5,May,2016-05,17,1,Sunday,1
2016-05-02,2016,Q2,2016-Q2,5,May,2016-05,18,2,Monday,0
2016-05-03,2016,Q2,2016-Q2,5,May,2016-05,18,3,Tuesday,0
2016-05-04,2016,Q2,2016-Q2,5,May,2016-05,18,4,Wednesday,0
2016-05-05,2016,Q2,2016-Q2,5,May,2016-05,18,5,Thursday,0
2016-05-06,2016,Q2,2016-Q2,5,May,2016-05,18,6,Friday,0
2016-05-07,2016,Q2,2016-Q2,5,May,2016-05,18,7,Saturday,1
2016-05-08,2016,Q2,2016-Q2,5,May,2016-05,18,8,Sunday,1
2016-05-09,2016,Q2,2016-Q2,5,May,2016-05,19,9,Monday,0
2016-05-10,2016,Q2,2016-Q2,5,May,2016-05,19,10,Tuesday,0
2016-05-11,2016,Q2,2016-Q2,5,May,2016-05,19,11,Wednesday,0
2016-05-12,2016,Q2,2016-Q2,5,May,2016-05,19,12,Thursday,0
2016-05-13,2016,Q2,2016-Q2,5,May,2016-05,19,13,Friday,0
2016-05-14,2016,Q2,2016-Q2,5,May,2016-05,19,14,Saturday,1
2016-05-15,2016,Q2,2016-Q2,5,May,2016-05,19,15,Sunday,1
2016-05-16,2016,Q2,2016-Q2,5,May,2016-05,20,16,Monday,0
2016-05-17,2016,Q2,2016-Q2,5,May,2016-05,20,17,Tuesday,0
2016-05-18,2016,Q2,2016-Q2,5,May,2016-05,20,18,Wednesday,0
2016-05-19,2016,Q2,2016-Q2,5,May,2016-05,20,19,Thursday,0
2016-05-20,2016,Q2,2016-Q2,5,May,2016-05,20,20,Friday,0
2016-05-21,2016,Q2,2016-Q2,5,May,2016-05,20,21,Saturday,1
2016-05-22,2016,Q2,2016-Q2,5,May,2016-05,20,22,Sunday,1
2016-05-23,2016,Q2,2016-Q2,5,May,2016-05,21,23,Monday,0
2016-05-24,2016,Q2,2016-Q2,5,May,2016-05,21,24,Tuesday,0
2016-05-25,2016,Q2,2016-Q2,5,May,2016-05,21,25,Wednesday,0
2016-05-26,2016,Q2,2016-Q2,5,May,2016-05,21,26,Thursday,0
2016-05-27,2016,Q2,2016-Q2,5,May,2016-05,21,27,Friday,0
2016-05-28,2016,Q2,2016-Q2,5,May,2016-05,21,28,Saturday,1
2016-05-29,2016,Q2,2016-Q2,5,May,2016-05,21,29,Sunday,1
2016-05-30,2016,Q2,2016-Q2,5,May,2016-05,22,30,Monday,0
2016-05-31,2016,Q2,2016-Q2,5,May,2016-05,22,31,Tuesday,0
2016-06-01,2016,Q2,2016-Q2,6,June,2016-06,22,1,Wednesday,0
2016-06-02,2016,Q2,2016-Q2,6,June,2016-06,22,2,Thursday,0
2016-06-03,2016,Q2,2016-Q2,6,June,2016-06,22,3,Friday,0
2016-06-04,2016,Q2,2016-Q2,6,June,2016-06,22,4,Saturday,1
2016-06-05,2016,Q2,2016-Q2,6,June,2016-06,22,5,Sunday,1
2016-06-06,2016,Q2,2016-Q2,6,June,2016-06,23,6,Monday,0
2016-06-07,2016,Q2,2016-Q2,6,June,2016-06,23,7,Tuesday,0
2016-06-08,2016,Q2,2016-Q2,6,June,2016-06,23,8,Wednesday,0
2016-06-09,2016,Q2,2016-Q2,6,June,2016-06,23,9,Thursday,0
2016-06-10,2016,Q2,2016-Q2,6,June,2016-06,23,10,Friday,0
2016-06-11,2016,Q2,2016-Q2,6,June,2016-06,23,11,Saturday,1
2016-06-12,2016,Q2,2016-Q2,6,June,2016-06,23,12,Sunday,1
2016-06-13,2016,Q2,2016-Q2,6,June,2016-06,24,13,Monday,0
2016-06-14,2016,Q2,2016-Q2,6,June,2016-06,24,14,Tuesday,0
2016-06-15,2016,Q2,2016-Q2,6,June,2016-06,24,15,Wednesday,0
2016-06-16,2016,Q2,2016-Q2,6,June,2016-06,24,16,Thursday,0
2016-06-17,2016,Q2,2016-Q2,6,June,2016-06,24,17,Friday,0
2016-06-18,2016,Q2,2016-Q2,6,June,2016-06,24,18,Saturday,1
2016-06-19,2016,Q2,2016-Q2,6,June,2016-06,24,19,Sunday,1
2016-06-20,2016,Q2,2016-Q2,6,June,2016-06,25,20,Monday,0
2016-06-21,2016,Q2,2016-Q2,6,June,2016-06,25,21,Tuesday,0
2016-06-22,2016,Q2,2016-Q2,6,June,2016-06,25,22,Wednesday,0
2016-06-23,2016,Q2,2016-Q2,6,June,2016-06,25,23,Thursday,0
2016-06-24,2016,Q2,2016-Q2,6,June,2016-06,25,24,Friday,0
2016-06-25,2016,Q2,2016-Q2,6,June,2016-06,25,25,Saturday,1
2016-06-26,2016,Q2,2016-Q2,6,June,2016-06,25,26,Sunday,1
2016-06-27,2016,Q2,2016-Q2,6,June,2016-06,26,27,Monday,0
2016-06-28,2016,Q2,2016-Q2,6,June,2016-06,26,28,Tuesday,0
2016-06-29,2016,Q2,2016-Q2,6,June,2016-06,26,29,Wednesday,0
2016-06-30,2016,Q2,2016-Q2,6,June,2016-06,26,30,Thursday,0
2016-07-01,2016,Q3,2016-Q3,7,July,2016-07,26,1,Friday,0
2016-07-02,2016,Q3,2016-Q3,7,July,2016-07,26,2,Saturday,1
2016-07-03,2016,Q3,2016-Q3,7,July,2016-07,26,3,Sunday,1
2016-07-04,2016,Q3,2016-Q3,7,July,2016-07,27,4,Monday,0
2016-07-05,2016,Q3,2016-Q3,7,July,2016-07,27,5,Tuesday,0
2016-07-06,2016,Q3,2016-Q3,7,July,2016-07,27,6,Wednesday,0
2016-07-07,2016,Q3,2016-Q3,7,July,2016-07,27,7,Thursday,0
2016-07-08,2016,Q3,2016-Q3,7,July,2016-07,27,8,Friday,0
2016-07-09,2016,Q3,2016-Q3,7,July,2016-07,27,9,Saturday,1
2016-07-10,2016,Q3,2016-Q3,7,July,2016-07,27,10,Sunday,1
2016-07-11,2016,Q3,2016-Q3,7,July,2016-07,28,11,Monday,0
2016-07-12,2016,Q3,2016-Q3,7,July,2016-07,28,12,Tuesday,0
2016-07-13,2016,Q3,2016-Q3,7,July,2016-07,28,13,Wednesday,0
2016-07-14,2016,Q3,2016-Q3,7,July,2016-07,28,14,Thursday,0
2016-07-15,2016,Q3,2016-Q3,7,July,2016-07,28,15,Friday,0
2016-07-16,2016,Q3,2016-Q3,7,July,2016-07,28,16,Saturday,1
2016-07-17,2016,Q3,2016-Q3,7,July,2016-07,28,17,Sunday,1
2016-07-18,2016,Q3,2016-Q3,7,July,2016-07,29,18,Monday,0
2016-07-19,2016,Q3,2016-Q3,7,July,2016-07,29,19,Tuesday,0
2016-07-20,2016,Q3,2016-Q3,7,July,2016-07,29,20,Wednesday,0
2016-07-21,2016,Q3,2016-Q3,7,July,2016-07,29,21,Thursday,0
2016-07-22,2016,Q3,2016-Q3,7,July,2016-07,29,22,Friday,0
2016-07-23,2016,Q3,2016-Q3,7,July,2016-07,29,23,Saturday,1
2016-07-24,2016,Q3,2016-Q3,7,July,2016-07,29,24,Sunday,1
2016-07-25,2016,Q3,2016-Q3,7,July,2016-07,30,25,Monday,0
2016-07-26,2016,Q3,2016-Q3,7,July,2016-07,30,26,Tuesday,0
2016-07-27,2016,Q3,2016-Q3,7,July,2016-07,30,27,Wednesday,0
2016-07-28,2016,Q3,2016-Q3,7,July,2016-07,30,28,Thursday,0
2016-07-29,2016,Q3,2016-Q3,7,July,2016-07,30,29,Friday,0
2016-07-30,2016,Q3,2016-Q3,7,July,2016-07,30,30,Saturday,1
2016-07-31,2016,Q3,2016-Q3,7,July,2016-07,30,31,Sunday,1
2016-08-01,2016,Q3,2016-Q3,8,August,2016-08,31,1,Monday,0
2016-08-02,2016,Q3,2016-Q3,8,August,2016-08,31,2,Tuesday,0
2016-08-03,2016,Q3,2016-Q3,8,August,2016-08,31,3,Wednesday,0
2016-08-04,2016,Q3,2016-Q3,8,August,2016-08,31,4,Thursday,0
2016-08-05,2016,Q3,2016-Q3,8,August,2016-08,31,5,Friday,0
2016-08-06,2016,Q3,2016-Q3,8,August,2016-08,31,6,Saturday,1
2016-08-07,2016,Q3,2016-Q3,8,August,2016-08,31,7,Sunday,1
2016-08-08,2016,Q3,2016-Q3,8,August,2016-08,32,8,Monday,0
2016-08-09,2016,Q3,2016-Q3,8,August,2016-08,32,9,Tuesday,0
2016-08-10,2016,Q3,2016-Q3,8,August,2016-08,32,10,Wednesday,0
2016-08-11,2016,Q3,2016-Q3,8,August,2016-08,32,11,Thursday,0
2016-08-12,2016,Q3,2016-Q3,8,August,2016-08,32,12,Friday,0
2016-08-13,2016,Q3,2016-Q3,8,August,2016-08,32,13,Saturday,1
2016-08-14,2016,Q3,2016-Q3,8,August,2016-08,32,14,Sunday,1
2016-08-15,2016,Q3,2016-Q3,8,August,2016-08,33,15,Monday,0
2016-08-16,2016,Q3,2016-Q3,8,August,2016-08,33,16,Tuesday,0
2016-08-17,2016,Q3,2016-Q3,8,August,2016-08,33,17,Wednesday,0
2016-08-18,2016,Q3,2016-Q3,8,August,2016-08,33,18,Thursday,0
2016-08-19,2016,Q3,2016-Q3,8,August,2016-08,33,19,Friday,0
2016-08-20,2016,Q3,2016-Q3,8,August,2016-08,33,20,Saturday,1
2016-08-21,2016,Q3,2016-Q3,8,August,2016-08,33,21,Sunday,1
2016-08-22,2016,Q3,2016-Q3,8,August,2016-08,34,22,Monday,0
2016-08-23,2016,Q3,2016-Q3,8,August,2016-08,34,23,Tuesday,0
2016-08-24,2016,Q3,2016-Q3,8,August,2016-08,34,24,Wednesday,0
2016-08-25,2016,Q3,2016-Q3,8,August,2016-08,34,25,Thursday,0
2016-08-26,2016,Q3,2016-Q3,8,August,2016-08,34,26,Friday,0
2016-08-27,2016,Q3,2016-Q3,8,August,2016-08,34,27,Saturday,1
2016-08-28,2016,Q3,2016-Q3,8,August,2016-08,34,28,Sunday,1
2016-08-29,2016,Q3,2016-Q3,8,August,2016-08,35,29,Monday,0
2016-08-30,2016,Q3,2016-Q3,8,August,2016-08,35,30,Tuesday,0
2016-08-31,2016,Q3,2016-Q3,8,August,2016-08,35,31,Wednesday,0
2016-09-01,2016,Q3,2016-Q3,9,September,2016-09,35,1,Thursday,0
2016-09-02,2016,Q3,2016-Q3,9,September,2016-09,35,2,Friday,0
2016-09-03,2016,Q3,2016-Q3,9,September,2016-09,35,3,Saturday,1
2016-09-04,2016,Q3,2016-Q3,9,September,2016-09,35,4,Sunday,1
2016-09-05,2016,Q3,2016-Q3,9,September,2016-09,36,5,Monday,0
2016-09-06,2016,Q3,2016-Q3,9,September,2016-09,36,6,Tuesday,0
2016-09-07,2016,Q3,2016-Q3,9,September,2016-09,36,7,Wednesday,0
2016-09-08,2016,Q3,2016-Q3,9,September,2016-09,36,8,Thursday,0
2016-09-09,2016,Q3,2016-Q3,9,September,2016-09,36,9,Friday,0
2016-09-10,2016,Q3,2016-Q3,9,September,2016-09,36,10,Saturday,1
2016-09-11,2016,Q3,2016-Q3,9,September,2016-09,36,11,Sunday,1
2016-09-12,2016,Q3,2016-Q3,9,September,2016-09,37,12,Monday,0
2016-09-13,2016,Q3,2016-Q3,9,September,2016-09,37,13,Tuesday,0
2016-09-14,2016,Q3,2016-Q3,9,September,2016-09,37,14,Wednesday,0
2016-09-15,2016,Q3,2016-Q3,9,September,2016-09,37,15,Thursday,0
2016-09-16,2016,Q3,2016-Q3,9,September,2016-09,37,16,Friday,0
2016-09-17,2016,Q3,2016-Q3,9,September,2016-09,37,17,Saturday,1
2016-09-18,2016,Q3,2016-Q3,9,September,2016-09,37,18,Sunday,1
2016-09-19,2016,Q3,2016-Q3,9,September,2016-09,38,19,Monday,0
2016-09-20,2016,Q3,2016-Q3,9,September,2016-09,38,20,Tuesday,0
2016-09-21,2016,Q3,2016-Q3,9,September,2016-09,38,21,Wednesday,0
2016-09-22,2016,Q3,2016-Q3,9,September,2016-09,38,22,Thursday,0
2016-09-23,2016,Q3,2016-Q3,9,September,2016-09,38,23,Friday,0
2016-09-24,2016,Q3,2016-Q3,9,September,2016-09,38,24,Saturday,1
2016-09-25,2016,Q3,2016-Q3,9,September,2016-09,38,25,Sunday,1
2016-09-26,2016,Q3,2016-Q3,9,September,2016-09,39,26,Monday,0
2016-09-27,2016,Q3,2016-Q3,9,September,2016-09,39,27,Tuesday,0
2016-09-28,2016,Q3,2016-Q3,9,September,2016-09,39,28,Wednesday,0
2016-09-29,2016,Q3,2016-Q3,9,September,2016-09,39,29,Thursday,0
2016-09-30,2016,Q3,2016-Q3,9,September,2016-09,39,30,Friday,0
2016-10-01,2016,Q4,2016-Q4,10,October,2016-10,39,1,Saturday,1
2016-10-02,2016,Q4,2016-Q4,10,October,2016-10,39,2,Sunday,1
2016-10-03,2016,Q4,2016-Q4,10,October,2016-10,40,3,Monday,0
2016-10-04,2016,Q4,2016-Q4,10,October,2016-10,40,4,Tuesday,0
2016-10-05,2016,Q4,2016-Q4,10,October,2016-10,40,5,Wednesday,0
2016-10-06,2016,Q4,2016-Q4,10,October,2016-10,40,6,Thursday,0
2016-10-07,2016,Q4,2016-Q4,10,October,2016-10,40,7,Friday,0
2016-10-08,2016,Q4,2016-Q4,10,October,2016-10,40,8,Saturday,1
