Date,Year,Quarter,Year_Quarter,Month_Num,Month_Name,Year_Month,Week_Num,Day,Weekday,Is_Weekend
2014-11-29,2014,Q4,2014-Q4,11,November,2014-11,48,29,Saturday,1
2014-11-30,2014,Q4,2014-Q4,11,November,2014-11,48,30,Sunday,1
2014-12-01,2014,Q4,2014-Q4,12,December,2014-12,49,1,Monday,0
2014-12-02,2014,Q4,2014-Q4,12,December,2014-12,49,2,Tuesday,0
2014-12-03,2014,Q4,2014-Q4,12,December,2014-12,49,3,Wednesday,0
2014-12-04,2014,Q4,2014-Q4,12,December,2014-12,49,4,Thursday,0
2014-12-05,2014,Q4,2014-Q4,12,December,2014-12,49,5,Friday,0
2014-12-06,2014,Q4,2014-Q4,12,December,2014-12,49,6,Saturday,1
2014-12-07,2014,Q4,2014-Q4,12,December,2014-12,49,7,Sunday,1
2014-12-08,2014,Q4,2014-Q4,12,December,2014-12,50,8,Monday,0
2014-12-09,2014,Q4,2014-Q4,12,December,2014-12,50,9,Tuesday,0
2014-12-10,2014,Q4,2014-Q4,12,December,2014-12,50,10,Wednesday,0
2014-12-11,2014,Q4,2014-Q4,12,December,2014-12,50,11,Thursday,0
2014-12-12,2014,Q4,2014-Q4,12,December,2014-12,50,12,Friday,0
2014-12-13,2014,Q4,2014-Q4,12,December,2014-12,50,13,Saturday,1
2014-12-14,2014,Q4,2014-Q4,12,December,2014-12,50,14,Sunday,1
2014-12-15,2014,Q4,2014-Q4,12,December,2014-12,51,15,Monday,0
2014-12-16,2014,Q4,2014-Q4,12,December,2014-12,51,16,Tuesday,0
2014-12-17,2014,Q4,2014-Q4,12,December,2014-12,51,17,Wednesday,0
2014-12-18,2014,Q4,2014-Q4,12,December,2014-12,51,18,Thursday,0
2014-12-19,2014,Q4,2014-Q4,12,December,2014-12,51,19,Friday,0
2014-12-20,2014,Q4,2014-Q4,12,December,2014-12,51,20,Saturday,1
2014-12-21,2014,Q4,2014-Q4,12,December,2014-12,51,21,Sunday,1
2014-12-22,2014,Q4,2014-Q4,12,December,2014-12,52,22,Monday,0
2014-12-23,2014,Q4,2014-Q4,12,December,2014-12,52,23,Tuesday,0
2014-12-24,2014,Q4,2014-Q4,12,December,2014-12,52,24,Wednesday,0
2014-12-25,2014,Q4,2014-Q4,12,December,2014-12,52,25,Thursday,0
2014-12-26,2014,Q4,2014-Q4,12,December,2014-12,52,26,Friday,0
2014-12-27,2014,Q4,2014-Q4,12,December,2014-12,52,27,Saturday,1
2014-12-28,2014,Q4,2014-Q4,12,December,2014-12,52,28,Sunday,1
2014-12-29,2014,Q4,2014-Q4,12,December,2014-12,1,29,Monday,0
2014-12-30,2014,Q4,2014-Q4,12,December,2014-12,1,30,Tuesday,0
2014-12-31,2014,Q4,2014-Q4,12,December,2014-12,1,31,Wednesday,0
2015-01-01,2015,Q1,2015-Q1,1,January,2015-01,1,1,Thursday,0
2015-01-02,2015,Q1,2015-Q1,1,January,2015-01,1,2,Friday,0
2015-01-03,2015,Q1,2015-Q1,1,January,2015-01,1,3,Saturday,1
2015-01-04,2015,Q1,2015-Q1,1,January,2015-01,1,4,Sunday,1
2015-01-05,2015,Q1,2015-Q1,1,January,2015-01,2,5,Monday,0
2015-01-06,2015,Q1,2015-Q1,1,January,2015-01,2,6,Tuesday,0
2015-01-07,2015,Q1,2015-Q1,1,January,2015-01,2,7,Wednesday,0
2015-01-08,2015,Q1,2015-Q1,1,January,2015-01,2,8,Thursday,0
2015-01-09,2015,Q1,2015-Q1,1,January,2015-01,2,9,Friday,0
2015-01-10,2015,Q1,2015-Q1,1,January,2015-01,2,10,Saturday,1
2015-01-11,2015,Q1,2015-Q1,1,January,2015-01,2,11,Sunday,1
2015-01-12,2015,Q1,2015-Q1,1,January,2015-01,3,12,Monday,0
2015-01-13,2015,Q1,2015-Q1,1,January,2015-01,3,13,Tuesday,0
2015-01-14,2015,Q1,2015-Q1,1,January,2015-01,3,14,Wednesday,0
2015-01-15,2015,Q1,2015-Q1,1,January,2015-01,3,15,Thursday,0
2015-01-16,2015,Q1,2015-Q1,1,January,2015-01,3,16,Friday,0
2015-01-17,2015,Q1,2015-Q1,1,January,2015-01,3,17,Saturday,1
2015-01-18,2015,Q1,2015-Q1,1,January,2015-01,3,18,Sunday,1
2015-01-19,2015,Q1,2015-Q1,1,January,2015-01,4,19,Monday,0
2015-01-20,2015,Q1,2015-Q1,1,January,2015-01,4,20,Tuesday,0
2015-01-21,2015,Q1,2015-Q1,1,January,2015-01,4,21,Wednesday,0
2015-01-22,2015,Q1,2015-Q1,1,January,2015-01,4,22,Thursday,0
2015-01-23,2015,Q1,2015-Q1,1,January,2015-01,4,23,Friday,0
2015-01-24,2015,Q1,2015-Q1,1,January,2015-01,4,24,Saturday,1
2015-01-25,2015,Q1,2015-Q1,1,January,2015-01,4,25,Sunday,1
2015-01-26,2015,Q1,2015-Q1,1,January,2015-01,5,26,Monday,0
2015-01-27,2015,Q1,2015-Q1,1,January,2015-01,5,27,Tuesday,0
2015-01-28,2015,Q1,2015-Q1,1,January,2015-01,5,28,Wednesday,0
2015-01-29,2015,Q1,2015-Q1,1,January,2015-01,5,29,Thursday,0
2015-01-30,2015,Q1,2015-Q1,1,January,2015-01,5,30,Friday,0
2015-01-31,2015,Q1,2015-Q1,1,January,2015-01,5,31,Saturday,1
2015-02-01,2015,Q1,2015-Q1,2,February,2015-02,5,1,Sunday,1
2015-02-02,2015,Q1,2015-Q1,2,February,2015-02,6,2,Monday,0
2015-02-03,2015,Q1,2015-Q1,2,February,2015-02,6,3,Tuesday,0
2015-02-04,2015,Q1,2015-Q1,2,February,2015-02,6,4,Wednesday,0
2015-02-05,2015,Q1,2015-Q1,2,February,2015-02,6,5,Thursday,0
2015-02-06,2015,Q1,2015-Q1,2,February,2015-02,6,6,Friday,0
2015-02-07,2015,Q1,2015-Q1,2,February,2015-02,6,7,Saturday,1
2015-02-08,2015,Q1,2015-Q1,2,February,2015-02,6,8,Sunday,1
2015-02-09,2015,Q1,2015-Q1,2,February,2015-02,7,9,Monday,0
2015-02-10,2015,Q1,2015-Q1,2,February,2015-02,7,10,Tuesday,0
2015-02-11,2015,Q1,2015-Q1,2,February,2015-02,7,11,Wednesday,0
2015-02-12,2015,Q1,2015-Q1,2,February,2015-02,7,12,Thursday,0
2015-02-13,2015,Q1,2015-Q1,2,February,2015-02,7,13,Friday,0
2015-02-14,2015,Q1,2015-Q1,2,February,2015-02,7,14,Saturday,1
2015-02-15,2015,Q1,2015-Q1,2,February,2015-02,7,15,Sunday,1
2015-02-16,2015,Q1,2015-Q1,2,February,2015-02,8,16,Monday,0
2015-02-17,2015,Q1,2015-Q1,2,February,2015-02,8,17,Tuesday,0
2015-02-18,2015,Q1,2015-Q1,2,February,2015-02,8,18,Wednesday,0
2015-02-19,2015,Q1,2015-Q1,2,February,2015-02,8,19,Thursday,0
2015-02-20,2015,Q1,2015-Q1,2,February,2015-02,8,20,Friday,0
2015-02-21,2015,Q1,2015-Q1,2,February,2015-02,8,21,Saturday,1
2015-02-22,2015,Q1,2015-Q1,2,February,2015-02,8,22,Sunday,1
2015-02-23,2015,Q1,2015-Q1,2,February,2015-02,9,23,Monday,0
2015-02-24,2015,Q1,2015-Q1,2,February,2015-02,9,24,Tuesday,0
2015-02-25,2015,Q1,2015-Q1,2,February,2015-02,9,25,Wednesday,0
2015-02-26,2015,Q1,2015-Q1,2,February,2015-02,9,26,Thursday,0
2015-02-27,2015,Q1,2015-Q1,2,February,2015-02,9,27,Friday,0
2015-02-28,2015,Q1,2015-Q1,2,February,2015-02,9,28,Saturday,1
2015-03-01,2015,Q1,2015-Q1,3,March,2015-03,9,1,Sunday,1
2015-03-02,2015,Q1,2015-Q1,3,March,2015-03,10,2,Monday,0
2015-03-03,2015,Q1,2015-Q1,3,March,2015-03,10,3,Tuesday,0
2015-03-04,2015,Q1,2015-Q1,3,March,2015-03,10,4,Wednesday,0
2015-03-05,2015,Q1,2015-Q1,3,March,2015-03,10,5,Thursday,0
2015-03-06,2015,Q1,2015-Q1,3,March,2015-03,10,6,Friday,0
2015-03-07,2015,Q1,2015-Q1,3,March,2015-03,10,7,Saturday,1
2015-03-08,2015,Q1,2015-Q1,3,March,2015-03,10,8,Sunday,1
2015-03-09,2015,Q1,2015-Q1,3,March,2015-03,11,9,Monday,0
2015-03-10,2015,Q1,2015-Q1,3,March,2015-03,11,10,Tuesday,0
2015-03-11,2015,Q1,2015-Q1,3,March,2015-03,11,11,Wednesday,0
2015-03-12,2015,Q1,2015-Q1,3,March,2015-03,11,12,Thursday,0
2015-03-13,2015,Q1,2015-Q1,3,March,2015-03,11,13,Friday,0
2015-03-14,2015,Q1,2015-Q1,3,March,2015-03,11,14,Saturday,1
2015-03-15,2015,Q1,2015-Q1,3,March,2015-03,11,15,Sunday,1
2015-03-16,2015,Q1,2015-Q1,3,March,2015-03,12,16,Monday,0
2015-03-17,2015,Q1,2015-Q1,3,March,2015-03,12,17,Tuesday,0
2015-03-18,2015,Q1,2015-Q1,3,March,2015-03,12,18,Wednesday,0
2015-03-19,2015,Q1,2015-Q1,3,March,2015-03,12,19,Thursday,0
2015-03-20,2015,Q1,2015-Q1,3,March,2015-03,12,20,Friday,0
2015-03-21,2015,Q1,2015-Q1,3,March,2015-03,12,21,Saturday,1
2015-03-22,2015,Q1,2015-Q1,3,March,2015-03,12,22,Sunday,1
2015-03-23,2015,Q1,2015-Q1,3,March,2015-03,13,23,Monday,0
2015-03-24,2015,Q1,2015-Q1,3,March,2015-03,13,24,Tuesday,0
2015-03-25,2015,Q1,2015-Q1,3,March,2015-03,13,25,Wednesday,0
2015-03-26,2015,Q1,2015-Q1,3,March,2015-03,13,26,Thursday,0
2015-03-27,2015,Q1,2015-Q1,3,March,2015-03,13,27,Friday,0
2015-03-28,2015,Q1,2015-Q1,3,March,2015-03,13,28,Saturday,1
2015-03-29,2015,Q1,2015-Q1,3,March,2015-03,13,29,Sunday,1
2015-03-30,2015,Q1,2015-Q1,3,March,2015-03,14,30,Monday,0
2015-03-31,2015,Q1,2015-Q1,3,March,2015-03,14,31,Tuesday,0
2015-04-01,2015,Q2,2015-Q2,4,April,2015-04,14,1,Wednesday,0
2015-04-02,2015,Q2,2015-Q2,4,April,2015-04,14,2,Thursday,0
2015-04-03,2015,Q2,2015-Q2,4,April,2015-04,14,3,Friday,0
2015-04-04,2015,Q2,2015-Q2,4,April,2015-04,14,4,Saturday,1
2015-04-05,2015,Q2,2015-Q2,4,April,2015-04,14,5,Sunday,1
2015-04-06,2015,Q2,2015-Q2,4,April,2015-04,15,6,Monday,0
2015-04-07,2015,Q2,2015-Q2,4,April,2015-04,15,7,Tuesday,0
2015-04-08,2015,Q2,2015-Q2,4,April,2015-04,15,8,Wednesday,0
2015-04-09,2015,Q2,2015-Q2,4,April,2015-04,15,9,Thursday,0
2015-04-10,2015,Q2,2015-Q2,4,April,2015-04,15,10,Friday,0
2015-04-11,2015,Q2,2015-Q2,4,April,2015-04,15,11,Saturday,1
2015-04-12,2015,Q2,2015-Q2,4,April,2015-04,15,12,Sunday,1
2015-04-13,2015,Q2,2015-Q2,4,April,2015-04,16,13,Monday,0
2015-04-14,2015,Q2,2015-Q2,4,April,2015-04,16,14,Tuesday,0
2015-04-15,2015,Q2,2015-Q2,4,April,2015-04,16,15,Wednesday,0
2015-04-16,2015,Q2,2015-Q2,4,April,2015-04,16,16,Thursday,0
2015-04-17,2015,Q2,2015-Q2,4,April,2015-04,16,17,Friday,0
2015-04-18,2015,Q2,2015-Q2,4,April,2015-04,16,18,Saturday,1
2015-04-19,2015,Q2,2015-Q2,4,April,2015-04,16,19,Sunday,1
2015-04-20,2015,Q2,2015-Q2,4,April,2015-04,17,20,Monday,0
2015-04-21,2015,Q2,2015-Q2,4,April,2015-04,17,21,Tuesday,0
2015-04-22,2015,Q2,2015-Q2,4,April,2015-04,17,22,Wednesday,0
2015-04-23,2015,Q2,2015-Q2,4,April,2015-04,17,23,Thursday,0
2015-04-24,2015,Q2,2015-Q2,4,April,2015-04,17,24,Friday,0
2015-04-25,2015,Q2,2015-Q2,4,April,2015-04,17,25,Saturday,1
2015-04-26,2015,Q2,2015-Q2,4,April,2015-04,17,26,Sunday,1
2015-04-27,2015,Q2,2015-Q2,4,April,2015-04,18,27,Monday,0
2015-04-28,2015,Q2,2015-Q2,4,April,2015-04,18,28,Tuesday,0
2015-04-29,2015,Q2,2015-Q2,4,April,2015-04,18,29,Wednesday,0
2015-04-30,2015,Q2,2015-Q2,4,April,2015-04,18,30,Thursday,0
2015-05-01,2015,Q2,2015-Q2,5,May,2015-05,18,1,Friday,0
2015-05-02,2015,Q2,2015-Q2,5,May,2015-05,18,2,Saturday,1
2015-05-03,2015,Q2,2015-Q2,5,May,2015-05,18,3,Sunday,1
2015-05-04,2015,Q2,2015-Q2,5,May,2015-05,19,4,Monday,0
2015-05-05,2015,Q2,2015-Q2,5,May,2015-05,19,5,Tuesday,0
2015-05-06,2015,Q2,2015-Q2,5,May,2015-05,19,6,Wednesday,0
2015-05-07,2015,Q2,2015-Q2,5,May,2015-05,19,7,Thursday,0
2015-05-08,2015,Q2,2015-Q2,5,May,2015-05,19,8,Friday,0
2015-05-09,2015,Q2,2015-Q2,5,May,2015-05,19,9,Saturday,1
2015-05-10,2015,Q2,2015-Q2,5,May,2015-05,19,10,Sunday,1
2015-05-11,2015,Q2,2015-Q2,5,May,2015-05,20,11,Monday,0
2015-05-12,2015,Q2,2015-Q2,5,May,2015-05,20,12,Tuesday,0
2015-05-13,2015,Q2,2015-Q2,5,May,2015-05,20,13,Wednesday,0
2015-05-14,2015,Q2,2015-Q2,5,May,2015-05,20,14,Thursday,0
2015-05-15,2015,Q2,2015-Q2,5,May,2015-05,20,15,Friday,0
2015-05-16,2015,Q2,2015-Q2,5,May,2015-05,20,16,Saturday,1
2015-05-17,2015,Q2,2015-Q2,5,May,2015-05,20,17,Sunday,1
2015-05-18,2015,Q2,2015-Q2,5,May,2015-05,21,18,Monday,0
2015-05-19,2015,Q2,2015-Q2,5,May,2015-05,21,19,Tuesday,0
2015-05-20,2015,Q2,2015-Q2,5,May,2015-05,21,20,Wednesday,0
2015-05-21,2015,Q2,2015-Q2,5,May,2015-05,21,21,Thursday,0
2015-05-22,2015,Q2,2015-Q2,5,May,2015-05,21,22,Friday,0
2015-05-23,2015,Q2,2015-Q2,5,May,2015-05,21,23,Saturday,1
2015-05-24,2015,Q2,2015-Q2,5,May,2015-05,21,24,Sunday,1
2015-05-25,2015,Q2,2015-Q2,5,May,2015-05,22,25,Monday,0
2015-05-26,2015,Q2,2015-Q2,5,May,2015-05,22,26,Tuesday,0
2015-05-27,2015,Q2,2015-Q2,5,May,2015-05,22,27,Wednesday,0
2015-05-28,2015,Q2,2015-Q2,5,May,2015-05,22,28,Thursday,0
2015-05-29,2015,Q2,2015-Q2,5,May,2015-05,22,29,Friday,0
2015-05-30,2015,Q2,2015-Q2,5,May,2015-05,22,30,Saturday,1
2015-05-31,2015,Q2,2015-Q2,5,May,2015-05,22,31,Sunday,1
2015-06-01,2015,Q2,2015-Q2,6,June,2015-06,23,1,Monday,0
2015-06-02,2015,Q2,2015-Q2,6,June,2015-06,23,2,Tuesday,0
2015-06-03,2015,Q2,2015-Q2,6,June,2015-06,23,3,Wednesday,0
2015-06-04,2015,Q2,2015-Q2,6,June,2015-06,23,4,Thursday,0
2015-06-05,2015,Q2,2015-Q2,6,June,2015-06,23,5,Friday,0
2015-06-06,2015,Q2,2015-Q2,6,June,2015-06,23,6,Saturday,1
2015-06-07,2015,Q2,2015-Q2,6,June,2015-06,23,7,Sunday,1
2015-06-08,2015,Q2,2015-Q2,6,June,2015-06,24,8,Monday,0
2015-06-09,2015,Q2,2015-Q2,6,June,2015-06,24,9,Tuesday,0
2015-06-10,2015,Q2,2015-Q2,6,June,2015-06,24,10,Wednesday,0
2015-06-11,2015,Q2,2015-Q2,6,June,2015-06,24,11,Thursday,0
2015-06-12,2015,Q2,2015-Q2,6,June,2015-06,24,12,Friday,0
2015-06-13,2015,Q2,2015-Q2,6,June,2015-06,24,13,Saturday,1
2015-06-14,2015,Q2,2015-Q2,6,June,2015-06,24,14,Sunday,1
2015-06-15,2015,Q2,2015-Q2,6,June,2015-06,25,15,Monday,0
2015-06-16,2015,Q2,2015-Q2,6,June,2015-06,25,16,Tuesday,0
2015-06-17,2015,Q2,2015-Q2,6,June,2015-06,25,17,Wednesday,0
2015-06-18,2015,Q2,2015-Q2,6,June,2015-06,25,18,Thursday,0
2015-06-19,2015,Q2,2015-Q2,6,June,2015-06,25,19,Friday,0
2015-06-20,2015,Q2,2015-Q2,6,June,2015-06,25,20,Saturday,1
2015-06-21,2015,Q2,2015-Q2,6,June,2015-06,25,21,Sunday,1
2015-06-22,2015,Q2,2015-Q2,6,June,2015-06,26,22,Monday,0
2015-06-23,2015,Q2,2015-Q2,6,June,2015-06,26,23,Tuesday,0
2015-06-24,2015,Q2,2015-Q2,6,June,2015-06,26,24,Wednesday,0
2015-06-25,2015,Q2,2015-Q2,6,June,2015-06,26,25,Thursday,0
2015-06-26,2015,Q2,2015-Q2,6,June,2015-06,26,26,Friday,0
2015-06-27,2015,Q2,2015-Q2,6,June,2015-06,26,27,Saturday,1
2015-06-28,2015,Q2,2015-Q2,6,June,2015-06,26,28,Sunday,1
2015-06-29,2015,Q2,2015-Q2,6,June,2015-06,27,29,Monday,0
2015-06-30,2015,Q2,2015-Q2,6,June,2015-06,27,30,Tuesday,0
2015-07-01,2015,Q3,2015-Q3,7,July,2015-07,27,1,Wednesday,0
2015-07-02,2015,Q3,2015-Q3,7,July,2015-07,27,2,Thursday,0
2015-07-03,2015,Q3,2015-Q3,7,July,2015-07,27,3,Friday,0
2015-07-04,2015,Q3,2015-Q3,7,July,2015-07,27,4,Saturday,1
2015-07-05,2015,Q3,2015-Q3,7,July,2015-07,27,5,Sunday,1
2015-07-06,2015,Q3,2015-Q3,7,July,2015-07,28,6,Monday,0
2015-07-07,2015,Q3,2015-Q3,7,July,2015-07,28,7,Tuesday,0
2015-07-08,2015,Q3,2015-Q3,7,July,2015-07,28,8,Wednesday,0
2015-07-09,2015,Q3,2015-Q3,7,July,2015-07,28,9,Thursday,0
2015-07-10,2015,Q3,2015-Q3,7,July,2015-07,28,10,Friday,0
2015-07-11,2015,Q3,2015-Q3,7,July,2015-07,28,11,Saturday,1
2015-07-12,2015,Q3,2015-Q3,7,July,2015-07,28,12,Sunday,1
2015-07-13,2015,Q3,2015-Q3,7,July,2015-07,29,13,Monday,0
2015-07-14,2015,Q3,2015-Q3,7,July,2015-07,29,14,Tuesday,0
2015-07-15,2015,Q3,2015-Q3,7,July,2015-07,29,15,Wednesday,0
2015-07-16,2015,Q3,2015-Q3,7,July,2015-07,29,16,Thursday,0
2015-07-17,2015,Q3,2015-Q3,7,July,2015-07,29,17,Friday,0
2015-07-18,2015,Q3,2015-Q3,7,July,2015-07,29,18,Saturday,1
2015-07-19,2015,Q3,2015-Q3,7,July,2015-07,29,19,Sunday,1
2015-07-20,2015,Q3,2015-Q3,7,July,2015-07,30,20,Monday,0
2015-07-21,2015,Q3,2015-Q3,7,July,2015-07,30,21,Tuesday,0
2015-07-22,2015,Q3,2015-Q3,7,July,2015-07,30,22,Wednesday,0
2015-07-23,2015,Q3,2015-Q3,7,July,2015-07,30,23,Thursday,0
2015-07-24,2015,Q3,2015-Q3,7,July,2015-07,30,24,Friday,0
2015-07-25,2015,Q3,2015-Q3,7,July,2015-07,30,25,Saturday,1
2015-07-26,2015,Q3,2015-Q3,7,July,2015-07,30,26,Sunday,1
2015-07-27,2015,Q3,2015-Q3,7,July,2015-07,31,27,Monday,0
2015-07-28,2015,Q3,2015-Q3,7,July,2015-07,31,28,Tuesday,0
2015-07-29,2015,Q3,2015-Q3,7,July,2015-07,31,29,Wednesday,0
2015-07-30,2015,Q3,2015-Q3,7,July,2015-07,31,30,Thursday,0
2015-07-31,2015,Q3,2015-Q3,7,July,2015-07,31,31,Friday,0
2015-08-01,2015,Q3,2015-Q3,8,August,2015-08,31,1,Saturday,1
2015-08-02,2015,Q3,2015-Q3,8,August,2015-08,31,2,Sunday,1
2015-08-03,2015,Q3,2015-Q3,8,August,2015-08,32,3,Monday,0
2015-08-04,2015,Q3,2015-Q3,8,August,2015-08,32,4,Tuesday,0
2015-08-05,2015,Q3,2015-Q3,8,August,2015-08,32,5,Wednesday,0
2015-08-06,2015,Q3,2015-Q3,8,August,2015-08,32,6,Thursday,0
2015-08-07,2015,Q3,2015-Q3,8,August,2015-08,32,7,Friday,0
2015-08-08,2015,Q3,2015-Q3,8,August,2015-08,32,8,Saturday,1
2015-08-09,2015,Q3,2015-Q3,8,August,2015-08,32,9,Sunday,1
2015-08-10,2015,Q3,2015-Q3,8,August,2015-08,33,10,Monday,0
2015-08-11,2015,Q3,2015-Q3,8,August,2015-08,33,11,Tuesday,0
2015-08-12,2015,Q3,2015-Q3,8,August,2015-08,33,12,Wednesday,0
2015-08-13,2015,Q3,2015-Q3,8,August,2015-08,33,13,Thursday,0
2015-08-14,2015,Q3,2015-Q3,8,August,2015-08,33,14,Friday,0
2015-08-15,2015,Q3,2015-Q3,8,August,2015-08,33,15,Saturday,1
2015-08-16,2015,Q3,2015-Q3,8,August,2015-08,33,16,Sunday,1
2015-08-17,2015,Q3,2015-Q3,8,August,2015-08,34,17,Monday,0
2015-08-18,2015,Q3,2015-Q3,8,August,2015-08,34,18,Tuesday,0
2015-08-19,2015,Q3,2015-Q3,8,August,2015-08,34,19,Wednesday,0
2015-08-20,2015,Q3,2015-Q3,8,August,2015-08,34,20,Thursday,0
2015-08-21,2015,Q3,2015-Q3,8,August,2015-08,34,21,Friday,0
2015-08-22,2015,Q3,2015-Q3,8,August,2015-08,34,22,Saturday,1
2015-08-23,2015,Q3,2015-Q3,8,August,2015-08,34,23,Sunday,1
2015-08-24,2015,Q3,2015-Q3,8,August,2015-08,35,24,Monday,0
2015-08-25,2015,Q3,2015-Q3,8,August,2015-08,35,25,Tuesday,0
2015-08-26,2015,Q3,2015-Q3,8,August,2015-08,35,26,Wednesday,0
2015-08-27,2015,Q3,2015-Q3,8,August,2015-08,35,27,Thursday,0
2015-08-28,2015,Q3,2015-Q3,8,August,2015-08,35,28,Friday,0
2015-08-29,2015,Q3,2015-Q3,8,August,2015-08,35,29,Saturday,1
2015-08-30,2015,Q3,2015-Q3,8,August,2015-08,35,30,Sunday,1
2015-08-31,2015,Q3,2015-Q3,8,August,2015-08,36,31,Monday,0
2015-09-01,2015,Q3,2015-Q3,9,September,2015-09,36,1,Tuesday,0
2015-09-02,2015,Q3,2015-Q3,9,September,2015-09,36,2,Wednesday,0
2015-09-03,2015,Q3,2015-Q3,9,September,2015-09,36,3,Thursday,0
2015-09-04,2015,Q3,2015-Q3,9,September,2015-09,36,4,Friday,0
2015-09-05,2015,Q3,2015-Q3,9,September,2015-09,36,5,Saturday,1
2015-09-06,2015,Q3,2015-Q3,9,September,2015-09,36,6,Sunday,1
2015-09-07,2015,Q3,2015-Q3,9,September,2015-09,37,7,Monday,0
2015-09-08,2015,Q3,2015-Q3,9,September,2015-09,37,8,Tuesday,0
2015-09-09,2015,Q3,2015-Q3,9,September,2015-09,37,9,Wednesday,0
2015-09-10,2015,Q3,2015-Q3,9,September,2015-09,37,10,Thursday,0
2015-09-11,2015,Q3,2015-Q3,9,September,2015-09,37,11,Friday,0
2015-09-12,2015,Q3,2015-Q3,9,September,2015-09,37,12,Saturday,1
2015-09-13,2015,Q3,2015-Q3,9,September,2015-09,37,13,Sunday,1
2015-09-14,2015,Q3,2015-Q3,9,September,2015-09,38,14,Monday,0
2015-09-15,2015,Q3,2015-Q3,9,September,2015-09,38,15,Tuesday,0
2015-09-16,2015,Q3,2015-Q3,9,September,2015-09,38,16,Wednesday,0
2015-09-17,2015,Q3,2015-Q3,9,September,2015-09,38,17,Thursday,0
2015-09-18,2015,Q3,2015-Q3,9,September,2015-09,38,18,Friday,0
2015-09-19,2015,Q3,2015-Q3,9,September,2015-09,38,19,Saturday,1
2015-09-20,2015,Q3,2015-Q3,9,September,2015-09,38,20,Sunday,1
2015-09-21,2015,Q3,2015-Q3,9,September,2015-09,39,21,Monday,0
2015-09-22,2015,Q3,2015-Q3,9,September,2015-09,39,22,Tuesday,0
2015-09-23,2015,Q3,2015-Q3,9,September,2015-09,39,23,Wednesday,0
2015-09-24,2015,Q3,2015-Q3,9,September,2015-09,39,24,Thursday,0
2015-09-25,2015,Q3,2015-Q3,9,September,2015-09,39,25,Friday,0
2015-09-26,2015,Q3,2015-Q3,9,September,2015-09,39,26,Saturday,1
2015-09-27,2015,Q3,2015-Q3,9,September,2015-09,39,27,Sunday,1
2015-09-28,2015,Q3,2015-Q3,9,September,2015-09,40,28,Monday,0
2015-09-29,2015,Q3,2015-Q3,9,September,2015-09,40,29,Tuesday,0
2015-09-30,2015,Q3,2015-Q3,9,September,2015-09,40,30,Wednesday,0
2015-10-01,2015,Q4,2015-Q4,10,October,2015-10,40,1,Thursday,0
2015-10-02,2015,Q4,2015-Q4,10,October,2015-10,40,2,Friday,0
2015-10-03,2015,Q4,2015-Q4,10,October,2015-10,40,3,Saturday,1
2015-10-04,2015,Q4,2015-Q4,10,October,2015-10,40,4,Sunday,1
2015-10-05,2015,Q4,2015-Q4,10,October,2015-10,41,5,Monday,0
2015-10-06,2015,Q4,2015-Q4,10,October,2015-10,41,6,Tuesday,0
2015-10-07,2015,Q4,2015-Q4,10,October,2015-10,41,7,Wednesday,0
2015-10-08,2015,Q4,2015-Q4,10,October,2015-10,41,8,Thursday,0
2015-10-09,2015,Q4,2015-Q4,10,October,2015-10,41,9,Friday,0
2015-10-10,2015,Q4,2015-Q4,10,October,2015-10,41,10,Saturday,1
2015-10-11,2015,Q4,2015-Q4,10,October,2015-10,41,11,Sunday,1
2015-10-12,2015,Q4,2015-Q4,10,October,2015-10,42,12,Monday,0
2015-10-13,2015,Q4,2015-Q4,10,October,2015-10,42,13,Tuesday,0
2015-10-14,2015,Q4,2015-Q4,10,October,2015-10,42,14,Wednesday,0
2015-10-15,2015,Q4,2015-Q4,10,October,2015-10,42,15,Thursday,0
2015-10-16,2015,Q4,2015-Q4,10,October,2015-10,42,16,Friday,0
2015-10-17,2015,Q4,2015-Q4,10,October,2015-10,42,17,Saturday,1
2015-10-18,2015,Q4,2015-Q4,10,October,2015-10,42,18,Sunday,1
2015-10-19,2015,Q4,2015-Q4,10,October,2015-10,43,19,Monday,0
2015-10-20,2015,Q4,2015-Q4,10,October,2015-10,43,20,Tuesday,0
2015-10-21,2015,Q4,2015-Q4,10,October,2015-10,43,21,Wednesday,0
2015-10-22,2015,Q4,2015-Q4,10,October,2015-10,43,22,Thursday,0
2015-10-23,2015,Q4,2015-Q4,10,October,2015-10,43,23,Friday,0
2015-10-24,2015,Q4,2015-Q4,10,October,2015-10,43,24,Saturday,1
2015-10-25,2015,Q4,2015-Q4,10,October,2015-10,43,25,Sunday,1
2015-10-26,2015,Q4,2015-Q4,10,October,2015-10,44,26,Monday,0
2015-10-27,2015,Q4,2015-Q4,10,October,2015-10,44,27,Tuesday,0
2015-10-28,2015,Q4,2015-Q4,10,October,2015-10,44,28,Wednesday,0
2015-10-29,2015,Q4,2015-Q4,10,October,2015-10,44,29,Thursday,0
2015-10-30,2015,Q4,2015-Q4,10,October,2015-10,44,30,Friday,0
2015-10-31,2015,Q4,2015-Q4,10,October,2015-10,44,31,Saturday,1
2015-11-01,2015,Q4,2015-Q4,11,November,2015-11,44,1,Sunday,1
2015-11-02,2015,Q4,2015-Q4,11,November,2015-11,45,2,Monday,0
2015-11-03,2015,Q4,2015-Q4,11,November,2015-11,45,3,Tuesday,0
